PROD ID,SUG,ID,SUG MUZAR,SHM MUZAR,MISPAR HEVRA,SHM HEVRA,YITRAT NEHASIM,MENAYOT,AGAH CONC,AGAH MMSL,HALVAAOT LS,KRANOT LS,AHER,MEZUMAN_PIKDONOT,MATAH,HUL
961-תגמולים ואישית לפיצויים-אקסלנס גמל והשתלמות בעמ,גמל,961,תגמולים ואישית לפיצויים,הפניקס גמל מסלול מניות,513026484,"הפניקס פנסיה וגמל בע""מ",907.51,94.99,1.562,4.237,1.479,0.773,-13.081,30.932,29.23,64.68
962-קרנות השתלמות-אנליסט קופות גמל בעמ,גמל,962,קרנות השתלמות,אנליסט השתלמות כללי,511880460,"אנליסט קופות גמל בע""מ",7201.17,44.49,24.434,26.197,2.836,0.507,0.044,12.776,25.02,37.65
963-קרנות השתלמות-אנליסט קופות גמל בעמ,גמל,963,קרנות השתלמות,אנליסט השתלמות מניות,511880460,"אנליסט קופות גמל בע""מ",5753.11,96.27,0,28.794,0.381,0,0.204,15.846,32.09,74.92
964-קרנות השתלמות-אקסלנס גמל והשתלמות בעמ,גמל,964,קרנות השתלמות,הפניקס השתלמות כללי,513026484,"הפניקס פנסיה וגמל בע""מ",13623.11,43.25,17.594,13.273,10.519,13.244,-5.629,15.557,25.86,50.19
968-קרנות השתלמות-אקסלנס גמל והשתלמות בעמ,גמל,968,קרנות השתלמות,הפניקס השתלמות מניות,513026484,"הפניקס פנסיה וגמל בע""מ",1798.24,92.5,1.521,4.126,3.89,0.783,-12.713,30.255,30.37,62.77
969-תגמולים ואישית לפיצויים-חברת הגמל לעובדי האוניברסיטה העברית בעמ,גמל,969,תגמולים ואישית לפיצויים,אישית לפיצויים-אוניברסיטה עברית,510960586,"חברת הגמל לעובדי האוניברסיטה העברית בע""מ",70.66,47.06,17.153,24.132,1.33,14.825,1.007,2.914,40.45,61.08
972-קרנות השתלמות-אנליסט קופות גמל בעמ,גמל,972,קרנות השתלמות,"אנליסט השתלמות אג""ח",511880460,"אנליסט קופות גמל בע""מ",85.12,0,54.775,40.276,0.074,0.6,1.338,2.936,6.75,7.39
973-קרנות השתלמות-אנליסט קופות גמל בעמ,גמל,973,קרנות השתלמות,"אנליסט השתלמות אג""ח ממשלת ישראל",511880460,"אנליסט קופות גמל בע""מ",40.56,0,22.097,76.827,0,0,0.043,1.033,2.96,4.24
989-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,989,תגמולים ואישית לפיצויים,אלטשולר שחם גמל פאסיבי- מדדי מניות,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",353.08,98.08,0,0,0,0,-0.416,38.664,97.63,97.95
1008-תגמולים ואישית לפיצויים-הלמן - אלדובי קופות גמל ופנסיה בעמ,גמל,1008,תגמולים ואישית לפיצויים,הפניקס מחלה,513026484,"הפניקס פנסיה וגמל בע""מ",3.16,32.05,24.272,35.703,0,4.529,-4.686,15.399,20.51,27.33
1034-קרנות השתלמות-הראל פנסיה וגמל בעמ,גמל,1034,קרנות השתלמות,"הראל השתלמות מסלול חו""ל",512267592,"הראל פנסיה וגמל בע""מ",732.58,39.92,49.126,12.908,0.934,0,0.311,15.708,93.31,97.19
1035-תגמולים ואישית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,1035,תגמולים ואישית לפיצויים,"ילין לפידות קופת גמל מסלול אג""ח עד 25% מניות",513611509,"ילין לפידות ניהול קופות גמל בע""מ",4106.3,23.95,39.118,39.93,1.092,2.877,1.505,7.711,26.19,35.95
1036-תגמולים ואישית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,1036,תגמולים ואישית לפיצויים,ילין לפידות קופת גמל מסלול מניות,513611509,"ילין לפידות ניהול קופות גמל בע""מ",3077.49,94.9,1.212,41.888,0.031,1.139,-0.302,33.003,33.88,77.23
1037-תגמולים ואישית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,1037,תגמולים ואישית לפיצויים,"ילין לפידות קופת גמל מסלול אג""ח",513611509,"ילין לפידות ניהול קופות גמל בע""מ",490.31,0.02,46.079,42.572,0.069,1.773,2.759,6.413,20.22,19.89
1038-קרנות השתלמות-ילין לפידות ניהול קופות גמל בעמ,גמל,1038,קרנות השתלמות,"ילין לפידות קרן השתלמות מסלול אג""ח עד 25% מניות",513611509,"ילין לפידות ניהול קופות גמל בע""מ",4798.26,23.96,38.287,39.479,1.654,2.963,1.164,8.608,26.63,35.97
1039-מרכזית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,1039,מרכזית לפיצויים,ילין לפידות מרכזית לפיצויים,513611509,"ילין לפידות ניהול קופות גמל בע""מ",218.59,20.43,30.441,51.857,0,0.009,2.047,9.216,24.65,29.99
"1078-תגמולים ואישית לפיצויים-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1078,תגמולים ואישית לפיצויים,"אינפיניטי גמל אג""ח",513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",122.82,9.75,42.218,40.418,6.15,0,-0.034,1.496,9.67,10.7
"1079-תגמולים ואישית לפיצויים-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1079,תגמולים ואישית לפיצויים,אינפיניטי גמל מניות בישראל,513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",76.96,92.42,0,0,0,0,0.894,6.694,0.28,0
"1084-קרנות השתלמות-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1084,קרנות השתלמות,"אינפיניטי השתלמות אג""ח",513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",155.28,8.92,41.857,41.225,6.361,0,-0.046,1.687,7.79,9.09
"1085-קרנות השתלמות-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1085,קרנות השתלמות,אינפיניטי השתלמות מניות בישראל,513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",95.27,94.24,0,0,2.568,0,-0.039,3.237,0.28,0
1093-קרנות השתלמות-אלטשולר שחם גמל ופנסיה בעמ,גמל,1093,קרנות השתלמות,אלטשולר שחם השתלמות כללי,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",38084.4,49.38,6.658,29.11,10.49,13.316,0.978,17.297,24.91,65.66
1094-מרכזית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,1094,מרכזית לפיצויים,אלטשולר שחם פיצויים כללי,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",543.99,49.86,8.274,43.404,0.255,4.884,1.532,17.588,24.4,53.86
"1095-מרכזית לפיצויים-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1095,מרכזית לפיצויים,"אינפיניטי פיצויים סל אג""ח",513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",15.71,7.98,45.688,43.763,0,0,-0.051,2.623,5.92,6.74
1100-קרנות השתלמות-אקסלנס גמל והשתלמות בעמ,גמל,1100,קרנות השתלמות,"הפניקס השתלמות אג""ח עד 15% מניות",513026484,"הפניקס פנסיה וגמל בע""מ",2572.56,11.47,36.61,24.129,10.326,13.904,-1.139,6.396,17.73,31.84
1107-מרכזית לפיצויים-מיטב גמל ופנסיה בעמ,גמל,1107,מרכזית לפיצויים,"מיטב פיצויים אג""ח ללא מניות",512065202,"מיטב גמל ופנסיה בע""מ",48.97,0,33.16,52.905,6.724,0.268,1.255,5.587,4.74,11.74
1114-קרנות השתלמות-מנורה מבטחים פנסיה וגמל בעמ,גמל,1114,קרנות השתלמות,מנורה השתלמות שקלי לטווח קצר,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",151.31,0,0,36.807,0,0,-0.041,63.234,0,0
1144-מרכזית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1144,מרכזית לפיצויים,מנורה מרכזית לפיצויים כללי,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",109.41,46.63,28.746,22.733,1.013,0.003,0.458,9.163,22.88,39.95
1145-מרכזית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1145,מרכזית לפיצויים,מנורה מרכזית לפיצויים עד 10% מניות,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",80.59,9.24,38.146,40.659,5.307,0.046,0.943,7.627,11.09,19.28
1147-תגמולים ואישית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1147,תגמולים ואישית לפיצויים,"מנורה מבטחים תגמולים אג""ח עד 10% מניות",512245812,"מנורה מבטחים פנסיה וגמל בע""מ",733.35,2.97,23.29,37.568,12.903,18.782,0.705,3.927,14.38,25.86
1154-מטרה אחרת-מנורה מבטחים פנסיה וגמל בעמ,גמל,1154,מטרה אחרת,מבטחים חופשה חגים והבראה,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",124.03,32.7,30.774,26.128,7.955,0.197,-0.72,9.661,21.61,32.61
1161-תגמולים ואישית לפיצויים-מגדל מקפת קרנות פנסיה וקופות גמל בעמ,גמל,1161,תגמולים ואישית לפיצויים,מקפת דמי מחלה,512237744,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",13.49,41.73,34.457,18.148,0.458,0.03,-0.532,18.926,23.1,33.26
1162-קרנות השתלמות-ילין לפידות ניהול קופות גמל בעמ,גמל,1162,קרנות השתלמות,ילין לפידות קרן השתלמות מסלול כללי,513611509,"ילין לפידות ניהול קופות גמל בע""מ",17933.28,45.65,26.37,38.464,2.074,2.648,0.695,15.511,25.81,47.76
1182-קרנות השתלמות-חברת הגמל לעובדי האוניברסיטה העברית בעמ,גמל,1182,קרנות השתלמות,קרן השתלמות של עובדי האוניברסיטה העברית כללי,510960586,"חברת הגמל לעובדי האוניברסיטה העברית בע""מ",365.36,41.36,12.512,16.33,2.382,18.216,10.904,7.397,38.14,60.69
1190-קרנות השתלמות-אקסלנס גמל והשתלמות בעמ,גמל,1190,קרנות השתלמות,"הפניקס השתלמות אג""ח עד 25% מניות",513026484,"הפניקס פנסיה וגמל בע""מ",882.74,17.18,45.94,19.75,7.62,6.971,-2.258,9.654,17.36,29.58
1192-מרכזית לפיצויים-לאומי קמפ בעמ,גמל,1192,מרכזית לפיצויים,לאומי קופה מרכזית לפיצויים,510694821,"לאומי קמ""פ בע""מ",68.43,0,0,6.84,0,88.877,-0.155,4.439,75.97,23.26
"1209-תגמולים ואישית לפיצויים-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1209,תגמולים ואישית לפיצויים,"אינפיניטי גמל אג""ח ממשלת ישראל",513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",24.24,0,0,98.014,0,0,-0.041,2.027,3.35,3.22
"1210-קרנות השתלמות-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1210,קרנות השתלמות,"אינפיניטי השתלמותאג""ח ממשלת ישראל",513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",40.35,0,0,94.721,4.6,0,-0.034,0.714,1.34,1.31
"1211-מרכזית לפיצויים-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,1211,מרכזית לפיצויים,אינפיניטי פיצויים סל מניות,513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",7.06,91.87,0,5.17,0,0,0.611,2.936,38.66,59.32
1240-קרנות השתלמות-מיטב גמל ופנסיה בעמ,גמל,1240,קרנות השתלמות,"מיטב השתלמות אג""ח ללא מניות",512065202,"מיטב גמל ופנסיה בע""מ",581.67,0,32.681,37.177,10.16,13.523,1.328,5.035,10.75,23.41
1256-קרנות השתלמות-מנורה מבטחים פנסיה וגמל בעמ,גמל,1256,קרנות השתלמות,מנורה השתלמות-מניות,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",492.06,98.02,0,0,0,0.505,0.174,20.391,29.84,63.2
1257-קרנות השתלמות-החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בעמ,גמל,1257,קרנות השתלמות,"רום רביד אג""ח ללא מניות",520031824,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",105.64,0,33.474,57.469,6.258,1.631,0.395,0.775,10.86,9.52
1258-קרנות השתלמות-החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בעמ,גמל,1258,קרנות השתלמות,רום ספיר מניות,520031824,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",36.25,93.91,0,0,0,1.104,0.192,4.782,33.12,64.42
1262-קרנות השתלמות-החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בעמ,גמל,1262,קרנות השתלמות,מינהל - השתלמות - מניות,520030990,"החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בע""מ",7.73,92.65,6.665,0,0,1.997,-0.029,9.726,39.02,68
1276-מרכזית לפיצויים-מיטב גמל ופנסיה בעמ,גמל,1276,מרכזית לפיצויים,מיטב פיצויים סלע,512065202,"מיטב גמל ופנסיה בע""מ",25.44,9.39,28.247,52.117,6.519,0.25,0.811,4.253,15.33,20.53
1280-מרכזית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1280,מרכזית לפיצויים,מנורה מבטחים משתתפת בפנסיה תקציבית,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",469.17,26.38,21.166,24.419,12.368,14.898,0.49,4.369,22.37,36.71
1282-מרכזית לפיצויים-חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בעמ,גמל,1282,מרכזית לפיצויים,"מרכזית לפנסיה תקציבית של עובדי עיריית ת""א",513452003,"חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בע""מ",0,0,0,0,0,0,0,0,0,0
1284-מרכזית לפיצויים-כלל פנסיה וגמל בעמ,גמל,1284,מרכזית לפיצויים,כלל תקציבית,512244146,"כלל פנסיה וגמל בע""מ",18.25,4.18,35.757,52.487,0,0,-0.158,7.728,0.36,1.43
1290-קרנות השתלמות-אלטשולר שחם גמל ופנסיה בעמ,גמל,1290,קרנות השתלמות,אלטשולר שחם השתלמות כללי ב',513173393,"אלטשולר שחם גמל ופנסיה בע""מ",872.09,62.41,8.76,31.578,3.056,9.859,1.46,16.96,28.56,70.38
1294-תגמולים ואישית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1294,תגמולים ואישית לפיצויים,מור מנורה מבטחים מניות,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",114.79,98.57,0,0,0,0,0.366,21.001,30.01,64.44
1296-מרכזית לפיצויים-הראל פנסיה וגמל בעמ,גמל,1296,מרכזית לפיצויים,הראל קופה לפנסיה תקציבית,512267592,"הראל פנסיה וגמל בע""מ",28.47,43.13,20.374,17.654,18.213,0.13,-0.364,13.912,21.74,45.39
1304-מרכזית לפיצויים-מגדל מקפת קרנות פנסיה וקופות גמל בעמ,גמל,1304,מרכזית לפיצויים,מקפת תקציבית,512237744,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",97.45,16.94,42.549,34.164,0.027,0.018,-0.276,11.856,12.94,16.55
1309-מרכזית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,1309,מרכזית לפיצויים,"אלטשולר שחם לפנסיה תקציבית מסלול אג""ח",513173393,"אלטשולר שחם גמל ופנסיה בע""מ",88.78,0,10.664,83.092,0,0,0.3,5.138,13.22,28.73
1316-קרנות השתלמות-רעות חברה לניהול קופות גמל בעמ,גמל,1316,קרנות השתלמות,"רעות - אג""ח ללא מניות",510806870,"רעות חברה לניהול קופות גמל בע""מ",55.14,0,23.73,55.138,1.596,14.513,0.704,4.317,13.3,16.11
1317-קרנות השתלמות-רעות חברה לניהול קופות גמל בעמ,גמל,1317,קרנות השתלמות,רעות מניות,510806870,"רעות חברה לניהול קופות גמל בע""מ",26.11,94.76,0,0,0,0.545,0.745,11.701,33.45,63.92
1318-קרנות השתלמות-החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בעמ,גמל,1318,קרנות השתלמות,הנדסאים וטכנאים - מסלול מניות,520028556,"החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בע""מ",20.57,96.51,0.677,0,0,0,0.599,6.347,34.84,77.21
1319-קרנות השתלמות-ילין לפידות ניהול קופות גמל בעמ,גמל,1319,קרנות השתלמות,"ילין לפידות קרן השתלמות מסלול אג""ח",513611509,"ילין לפידות ניהול קופות גמל בע""מ",295.24,0.02,44.873,41.199,2.291,2.15,1.874,7.319,20.61,19.45
1334-תגמולים ואישית לפיצויים-הראל פנסיה וגמל בעמ,גמל,1334,תגמולים ואישית לפיצויים,הראל גמל שקלי טווח קצר,512267592,"הראל פנסיה וגמל בע""מ",295.14,0,0,84.725,0.537,0,-0.043,14.782,0,0
1335-תגמולים ואישית לפיצויים-הראל פנסיה וגמל בעמ,גמל,1335,תגמולים ואישית לפיצויים,"הראל גמל מסלול אג""ח ללא מניות",512267592,"הראל פנסיה וגמל בע""מ",218.46,3.09,28.714,33.098,22.036,5.488,-0.006,7.549,10.02,19.11
1343-תגמולים ואישית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1343,תגמולים ואישית לפיצויים,מנורה מבטחים תגמולים שקלי טווח קצר,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",105.78,0,0,36.833,0,0,-0.041,63.209,0,0
1348-קרנות השתלמות-כלל פנסיה וגמל בעמ,גמל,1348,קרנות השתלמות,"כלל השתלמות אג""ח צמוד מדד",512244146,"כלל פנסיה וגמל בע""מ",245.7,0.04,39.004,41.752,7.352,3.253,1.137,7.467,5.51,12.99
1350-קרנות השתלמות-כלל פנסיה וגמל בעמ,גמל,1350,קרנות השתלמות,כלל השתלמות מניות,512244146,"כלל פנסיה וגמל בע""מ",1491.19,95.23,0.068,1.876,0.017,0.866,8.382,17.66,33.08,69.68
1351-קרנות השתלמות-כלל פנסיה וגמל בעמ,גמל,1351,קרנות השתלמות,כלל השתלמות שקלי טווח קצר,512244146,"כלל פנסיה וגמל בע""מ",274.82,0,53.629,18.816,0.025,0,4.714,22.817,0,0
1353-קרנות השתלמות-מיטב גמל ופנסיה בעמ,גמל,1353,קרנות השתלמות,מיטב השתלמות מעל 6 שנות וותק,512065202,"מיטב גמל ופנסיה בע""מ",2650.25,13.07,25.379,32.579,9.777,14.436,1.461,4.766,15.13,36.99
1359-מרכזית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1359,מרכזית לפיצויים,מנורה מבטחים משתתפת בפנסיה תקציבית ללא מניות,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",379.71,0,1.37,93,0,0,-0.018,5.647,0.39,0.38
1360-תגמולים ואישית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,1360,תגמולים ואישית לפיצויים,"ילין לפידות קופת גמל מסלול אג""ח ממשלת ישראל",513611509,"ילין לפידות ניהול קופות גמל בע""מ",104.23,0,11.793,84.073,0,0,1.429,2.705,0,0
1361-קרנות השתלמות-ילין לפידות ניהול קופות גמל בעמ,גמל,1361,קרנות השתלמות,"ילין לפידות קרן השתלמות מסלול אג""ח ממשלת ישראל",513611509,"ילין לפידות ניהול קופות גמל בע""מ",124.9,0,12.1,84.101,0,0,1.545,2.254,0,0
1364-תגמולים ואישית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1364,תגמולים ואישית לפיצויים,מנורה מבטחים תגמולים מסלול מניות,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",167.04,98.07,0,0,0.151,0,0.551,20.977,30.16,65
1368-תגמולים ואישית לפיצויים-הראל פנסיה וגמל בעמ,גמל,1368,תגמולים ואישית לפיצויים,הראל גמל מסלול שקלי,512267592,"הראל פנסיה וגמל בע""מ",132.59,0,15.288,63.947,13.673,0,0.023,7.069,0.07,2.75
1369-קרנות השתלמות-הראל פנסיה וגמל בעמ,גמל,1369,קרנות השתלמות,הראל השתלמות מסלול שקלי,512267592,"הראל פנסיה וגמל בע""מ",197.11,0,6.088,82.039,6.616,0,0.036,5.222,0.04,0.68
1370-קרנות השתלמות-מיטב גמל ופנסיה בעמ,גמל,1370,קרנות השתלמות,מיטב השתלמות שקלי טווח קצר,512065202,"מיטב גמל ופנסיה בע""מ",238.88,0,3.029,82.023,4.11,0,8.794,2.043,0,0
1372-מרכזית לפיצויים-מיטב גמל ופנסיה בעמ,גמל,1372,מרכזית לפיצויים,מיטב פיצויים  - טווח קצר,512065202,"מיטב גמל ופנסיה בע""מ",4.94,0,0,90.977,0,0,5.613,3.41,0,0
1374-מרכזית לפיצויים-מנורה מבטחים פנסיה וגמל בעמ,גמל,1374,מרכזית לפיצויים,מנורה מרכזית לפיצויים ללא מניות,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",35.36,0,6.001,92.722,0,0,-0.036,1.314,0.55,0.36
1375-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,1375,תגמולים ואישית לפיצויים,אלטשולר שחם גמל מניות,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",2703.9,100.32,0.053,33.346,0.668,3.136,0.072,18.815,44.27,92.99
1376-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,1376,תגמולים ואישית לפיצויים,"אלטשולר שחם גמל אג""ח ללא מניות",513173393,"אלטשולר שחם גמל ופנסיה בע""מ",786.42,0,13.877,65.69,8.377,2.435,1.093,7.397,10.3,36
1377-קרנות השתלמות-אלטשולר שחם גמל ופנסיה בעמ,גמל,1377,קרנות השתלמות,אלטשולר שחם השתלמות מניות,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",6070.08,101.06,0.051,31.782,2.822,2.773,0.049,18.459,44.38,93.41
1378-קרנות השתלמות-אלטשולר שחם גמל ופנסיה בעמ,גמל,1378,קרנות השתלמות,"אלטשולר שחם השתלמות אג""ח ללא מניות",513173393,"אלטשולר שחם גמל ופנסיה בע""מ",681.15,0,13.121,59.42,15.306,2.713,1.047,7.276,10.05,36.17
1384-קרנות השתלמות-החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בעמ,גמל,1384,קרנות השתלמות,"הנדסאים וטכנאים מסלול אג""ח",520028556,"החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בע""מ",62.58,19.11,36.48,44.864,0,0.257,0.423,1.57,13.68,28.67
1385-קרנות השתלמות-החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בעמ,גמל,1385,קרנות השתלמות,"מינהל - השתלמות - אג""ח",520030990,"החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בע""מ",21.09,0,3.85,74.467,6.268,9.432,-0.495,6.478,11.42,11.55
1386-תגמולים ואישית לפיצויים-מיטב גמל ופנסיה בעמ,גמל,1386,תגמולים ואישית לפיצויים,"מיטב גמל אג""ח ממשלת ישראל",512065202,"מיטב גמל ופנסיה בע""מ",85.07,0,15.958,79.889,0,0.002,1.206,2.874,4.02,5.97
1387-קרנות השתלמות-מיטב גמל ופנסיה בעמ,גמל,1387,קרנות השתלמות,"מיטב השתלמות אג""ח ממשלת ישראל",512065202,"מיטב גמל ופנסיה בע""מ",185.34,0,13.878,77.411,4.177,0.002,1.445,3.015,4.01,6.45
1394-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,1394,תגמולים ואישית לפיצויים,אלטשולר שחם גמל כספי,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",431.01,0,4.696,83.986,0,0,-0.04,11.358,0,0
1395-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,1395,תגמולים ואישית לפיצויים,"אלטשולר שחם גמל אג""ח ממשלות",513173393,"אלטשולר שחם גמל ופנסיה בע""מ",233.74,0,0,88.607,2.401,0,-0.071,8.235,3.33,20.25
1398-קרנות השתלמות-אלטשולר שחם גמל ופנסיה בעמ,גמל,1398,קרנות השתלמות,אלטשולר שחם השתלמות כספי,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",392.58,0,5.062,83.226,0,0,-0.006,11.718,0,0
1399-קרנות השתלמות-אלטשולר שחם גמל ופנסיה בעמ,גמל,1399,קרנות השתלמות,"אלטשולר שחם השתלמות  אג""ח ממשלות",513173393,"אלטשולר שחם גמל ופנסיה בע""מ",236.73,0,0,84.92,8.177,0,-0.073,6.145,3.37,20.21
1404-קרנות השתלמות-החברה לניהול קרן ההשתלמות לעובדי המדינה בעמ,גמל,1404,קרנות השתלמות,"עובדי המדינה - אג""ח ממשלת ישראל",520032269,"החברה לניהול קרן ההשתלמות לעובדי המדינה בע""מ",31.57,0,20.77,78.168,0,0,-0.027,1.09,2.04,1.97
1405-תגמולים ואישית לפיצויים-תגמולים של עובדים בעירית תא-יפו א.ש. בעמ,גמל,1405,תגמולים ואישית לפיצויים,"עיריית ת""א תגמולים מסלול אג""ח.",570002618,"תגמולים של עובדים בעירית ת""א-יפו א.ש. בע""מ",10.61,3.29,44.117,48.171,0,0,-0.068,6.083,9.16,7.28
1409-קרנות השתלמות-מנורה מבטחים פנסיה וגמל בעמ,גמל,1409,קרנות השתלמות,"מנורה מבטחים השתלמות-מניות חו""ל",512245812,"מנורה מבטחים פנסיה וגמל בע""מ",428.8,95.94,0,8.635,0,0,-0.126,23.121,71.84,97.72
1410-קרנות השתלמות-קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בעמ,גמל,1410,קרנות השתלמות,"קרן החיסכון לצבא הקבע מסלול אג""ח ללא מניות",511033060,"קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",172.18,2.16,34.138,26.574,19.902,8.916,1.121,7.147,10.49,23.41
1411-קרנות השתלמות-קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בעמ,גמל,1411,קרנות השתלמות,קרן החיסכון לצבא הקבע מניות,511033060,"קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",754,96.79,0.058,1.667,4.132,11.141,0.496,14.071,31,84.64
1412-תגמולים ואישית לפיצויים-אנליסט קופות גמל בעמ,גמל,1412,תגמולים ואישית לפיצויים,"אנליסט גמל אג""ח ממשלת ישראל",511880460,"אנליסט קופות גמל בע""מ",19.89,0,22.096,75.754,0,0,-0.007,2.158,2.99,3.17
1413-מרכזית לפיצויים-אנליסט קופות גמל בעמ,גמל,1413,מרכזית לפיצויים,אנליסט קופה מרכזית לפיצויים מסלול  ממשלתי,511880460,"אנליסט קופות גמל בע""מ",3.9,0,18.544,80.515,0,0,-0.043,0.985,0,0.53
1417-מרכזית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,1417,מרכזית לפיצויים,"אלטשולר שחם פיצויים אג""ח ללא מניות",513173393,"אלטשולר שחם גמל ופנסיה בע""מ",15.37,0,19.435,62.664,1.217,1.551,5.153,7.889,8.06,32.78
1430-קרנות השתלמות-רעות חברה לניהול קופות גמל בעמ,גמל,1430,קרנות השתלמות,רעות שיקלי,510806870,"רעות חברה לניהול קופות גמל בע""מ",25.49,0,1.85,92.661,1.997,1.676,0.077,1.74,0.03,0.38
1433-קרנות השתלמות-ק.ל.ע. - חברה לניהול קרן השתלמות לעובדים סוציאליים בעמ,גמל,1433,קרנות השתלמות,"ק.ל.ע מסלול אג""ח עד 25% מניות",520030941,"ק.ל.ע. - חברה לניהול קרן השתלמות לעובדים סוציאליים בע""מ",8.89,21.89,27.167,49.849,0,0,-0.001,1.101,16.56,18.94
1434-תגמולים ואישית לפיצויים-עמי - חברה לניהול קופות גמל ענפיות בעמ,גמל,1434,תגמולים ואישית לפיצויים,"קופת גמל עמ""י מסלול ללא מניות",520042581,"עמ""י - חברה לניהול קופות גמל ענפיות בע""מ",22.76,0,35.972,56.242,0,0,0.506,7.278,7.34,6.35
